Store,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2,2011-02-25,1833511.08,60.8,3.065,,,,,,213.190421,8.028,False
2,2011-03-04,1981607.78,57.77,3.288,,,,,,213.4775305,8.028,False
2,2011-03-11,1879107.31,52.7,3.459,,,,,,213.7646401,8.028,False
2,2011-03-18,1902557.66,62.32,3.488,,,,,,214.0156238,8.028,False
2,2011-03-25,1766162.05,69.42,3.473,,,,,,214.2521573,8.028,False
2,2011-04-01,1800171.3599999999,55.43,3.524,,,,,,214.4886908,7.931,False
2,2011-04-08,1847552.61,67.0,3.622,,,,,,214.7252242,7.931,False
2,2011-04-15,1856467.84,69.48,3.743,,,,,,214.9420631,7.931,False
2,2011-04-22,1886339.6,69.39,3.807,,,,,,215.1096657,7.931,False
2,2011-04-29,1745545.28,69.21,3.81,,,,,,215.2772683,7.931,False
2,2011-05-06,1837743.6,61.48,3.906,,,,,,215.4448709,7.931,False
2,2011-05-13,1838513.07,74.61,3.899,,,,,,215.6124735,7.931,False
2,2011-05-20,1688281.8599999999,67.14,3.907,,,,,,215.3834778,7.931,False
2,2011-05-27,1797732.56,76.42,3.786,,,,,,215.1544822,7.931,False
2,2011-06-03,1933756.21,83.07,3.699,,,,,,214.9254865,7.931,False
2,2011-06-10,1929153.1600000001,83.4,3.648,,,,,,214.6964908,7.931,False
2,2011-06-17,1953771.99,86.53,3.637,,,,,,214.6513538,7.931,False
2,2011-06-24,1790925.8,85.17,3.594,,,,,,214.7441108,7.931,False
2,2011-07-01,1866243.0,85.69,3.524,,,,,,214.8368678,7.852,False
2,2011-07-08,1853161.99,87.7,3.48,,,,,,214.9296249,7.852,False
2,2011-07-15,1785187.29,89.83,3.575,,,,,,215.0134426,7.852,False
2,2011-07-22,1743816.41,89.34,3.651,,,,,,215.0749122,7.852,False
2,2011-07-29,1680693.06,90.07,3.682,,,,,,215.1363819,7.852,False
2,2011-08-05,1876704.26,93.34,3.684,,,,,,215.1978515,7.852,False
2,2011-08-12,1812768.26,91.58,3.638,,,,,,215.2593211,7.852,False
2,2011-08-19,1844094.59,89.86,3.554,,,,,,215.3229307,7.852,False
2,2011-08-26,1821139.91,90.45,3.523,,,,,,215.386897,7.852,False
2,2011-09-02,1809119.7,89.64,3.533,,,,,,215.4508632,7.852,False
2,2011-09-09,1748000.65,77.97,3.546,,,,,,215.5148295,7.852,True
2,2011-09-16,1691439.52,78.85,3.526,,,,,,215.6944378,7.852,False
2,2011-09-23,1669299.78,75.58,3.467,,,,,,216.0282356,7.852,False
2,2011-09-30,1650394.44,78.14,3.355,,,,,,216.3620333,7.852,False
2,2011-10-07,1837553.43,69.92,3.285,,,,,,216.6958311,7.441,False
2,2011-10-14,1743882.19,71.67,3.274,,,,,,217.0048261,7.441,False
2,2011-10-21,1834680.25,64.53,3.353,,,,,,217.1650042,7.441,False
2,2011-10-28,1769296.25,65.87,3.372,,,,,,217.3251824,7.441,False
2,2011-11-04,1959707.9,55.53,3.332,,,,,,217.4853605,7.441,False
2,2011-11-11,1920725.15,59.33,3.297,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,False
2,2011-11-18,1902762.5,62.01,3.308,6490.92,1217.76,152.12,873.82,7656.42,217.8670218,7.441,False
2,2011-11-25,2614202.3,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,True
2,2011-12-02,1954952.0,48.74,3.172,8010.99,83.47,1897.27,4444.0,28238.93,218.3590319,7.441,False
2,2011-12-09,2290549.32,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,False
2,2011-12-16,2432736.52,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.8217928,7.441,False
2,2011-12-23,3224369.8,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,False
2,2011-12-30,1874226.52,44.57,3.129,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,True
2,2012-01-06,1799520.1400000001,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,False
2,2012-01-13,1744725.48,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.5328198,7.057,False
2,2012-01-20,1711769.11,51.7,3.268,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,False
2,2012-01-27,1660906.1400000001,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,False
2,2012-02-03,1935299.94,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.8118854,7.057,False
2,2012-02-10,2103322.68,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.9049073,7.057,True
2,2012-02-17,2196688.46,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.0651993,7.057,False
2,2012-02-24,1861802.7,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.275944,7.057,False
2,2012-03-02,1952555.66,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False
2,2012-03-09,1937628.26,57.11,3.669,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False
2,2012-03-16,1976082.13,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.8498468,7.057,False
2,2012-03-23,1790439.16,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,False
2,2012-03-30,1857480.84,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.9991248,7.057,False
2,2012-04-06,2129035.91,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.0737638,6.891,False
2,2012-04-13,1935869.1,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.1484028,6.891,False
2,2012-04-20,1847344.45,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False
2,2012-04-27,1764133.09,67.2,3.814,3076.68,,38.32,108.71,2708.9,221.255812,6.891,False
2,2012-05-04,1923957.0899999999,76.73,3.749,23731.47,,78.09,7931.42,4443.52,221.3095166,6.891,False
2,2012-05-11,1917520.99,73.87,3.688,16519.5,,117.38,5131.02,3634.25,221.3632212,6.891,False
2,2012-05-18,2000940.67,71.27,3.63,9262.12,,42.67,3694.8,4612.01,221.380331,6.891,False
2,2012-05-25,1912791.09,78.19,3.561,10701.32,,1030.53,3595.04,14920.27,221.3828029,6.891,False
2,2012-06-01,1910092.3699999999,78.38,3.501,13091.33,21.0,245.37,2993.15,5521.72,221.3852748,6.891,False
2,2012-06-08,2010216.49,78.69,3.452,12162.04,463.6,78.39,3610.78,10877.64,221.3877467,6.891,False
2,2012-06-15,1962924.3,80.56,3.393,8573.41,195.0,0.19,4455.38,5288.61,221.4009901,6.891,False
2,2012-06-22,1887733.21,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,221.4411622,6.891,False
2,2012-06-29,1881046.12,86.32,3.286,8495.34,275.8,,1935.16,5686.13,221.4813343,6.891,False
2,2012-07-06,2041507.4,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,False
2,2012-07-13,1830075.13,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,False
2,2012-07-20,1819666.46,83.23,3.311,6961.58,241.2,24.97,3401.36,2453.42,221.5701123,6.565,False
2,2012-07-27,1757923.88,86.37,3.407,6999.14,197.72,2.53,6319.33,5007.01,221.5785461,6.565,False
2,2012-08-03,1946104.6400000001,90.22,3.417,27650.68,164.58,43.02,21801.9,6652.98,221.5869799,6.565,False
2,2012-08-10,1866719.96,88.55,3.494,5554.54,142.3,13.43,4187.43,5286.19,221.5954138,6.565,False
2,2012-08-17,1928016.01,84.79,3.571,4774.16,330.78,10.53,4253.28,4927.26,221.6751459,6.565,False
2,2012-08-24,1876788.15,76.91,3.62,4759.7,211.38,6.62,2972.88,5102.26,221.8083518,6.565,False
2,2012-08-31,1947083.3,82.64,3.638,17500.26,73.22,21.38,12878.62,4756.5,221.9415576,6.565,False
2,2012-09-07,1898777.07,87.65,3.73,10658.86,149.28,60.97,2920.9,3275.57,222.0747635,6.565,True
2,2012-09-14,1814806.6300000001,75.88,3.717,8325.93,,37.32,1808.69,9314.55,222.2174395,6.565,False
2,2012-09-21,1829415.67,71.09,3.721,6707.94,3.82,15.55,1001.42,7607.94,222.4169362,6.565,False
2,2012-09-28,1746470.56,79.45,3.666,7106.05,1.91,1.65,1549.1,3946.03,222.6164329,6.565,False
2,2012-10-05,1998321.04,70.27,3.617,6037.76,,10.04,3027.37,3853.4,222.8159296,6.17,False
2,2012-10-12,1900745.13,60.97,3.601,2145.5,,33.31,586.83,10421.01,223.0154263,6.17,False
2,2012-10-19,1847990.41,68.08,3.594,4461.89,,1.14,1579.67,2642.29,223.0598077,6.17,False
2,2012-10-26,1834458.35,69.79,3.506,6152.59,129.77,200.0,272.29,2924.15,223.0783366,6.17,False
3,2010-02-05,461622.22,45.71,2.572,,,,,,214.4248812,7.368,False
3,2010-02-12,420728.96,47.93,2.548,,,,,,214.5747916,7.368,True
3,2010-02-19,421642.19,47.07,2.514,,,,,,214.6198868,7.368,False
3,2010-02-26,407204.86,52.05,2.561,,,,,,214.6475127,7.368,False
3,2010-03-05,415202.04000000004,53.04,2.625,,,,,,214.6751386,7.368,False
3,2010-03-12,384200.69,63.08,2.667,,,,,,214.7027646,7.368,False
3,2010-03-19,375328.58999999997,60.42,2.72,,,,,,214.5301219,7.368,False
3,2010-03-26,359949.27,57.06,2.732,,,,,,214.3241011,7.368,False
3,2010-04-02,423294.4,65.56,2.719,,,,,,214.1180803,7.343,False
3,2010-04-09,415870.28,68.0,2.77,,,,,,213.9120595,7.343,False
3,2010-04-16,354993.26,66.98,2.808,,,,,,213.7726889,7.343,False
3,2010-04-23,339976.65,67.87,2.795,,,,,,213.7221852,7.343,False
3,2010-04-30,361248.39,70.24,2.78,,,,,,213.6716815,7.343,False
3,2010-05-07,399323.86,73.47,2.835,,,,,,213.6211778,7.343,False
